x,y,heading
367038.1200635800,3450674.0650634095,-2.6903637974
367037.8826491683,3450673.9500191361,-2.6903638301
367037.6452347513,3450673.8349748696,-2.6903638517
367037.4078203288,3450673.7199306069,-2.6903638459
367037.3946426609,3450673.7135450845,-2.6903638459
367037.3946426609,3450673.7135450845,-2.6712813348
367037.1589639318,3450673.5937360097,-2.6712813629
367036.9232851946,3450673.4739269391,-2.6712813884
367036.6876064544,3450673.3541178745,-2.6712814090
367036.4519277086,3450673.2343088132,-2.6712814452
367036.2162489573,3450673.1144997599,-2.6712814655
367035.9805702005,3450672.9946907097,-2.6712814996
367035.7448914357,3450672.8748816657,-2.6712815160
367035.5092126678,3450672.7550726249,-2.6712815520
367035.2735338945,3450672.6352635920,-2.6712815710
367035.0378551156,3450672.5154545619,-2.6712816008
367034.8021763312,3450672.3956455379,-2.6712816363
367034.5664975389,3450672.2758365204,-2.6712816511
367034.3308187434,3450672.1560275056,-2.6712816794
367034.0951399425,3450672.0362184965,-2.6712817030
367033.8594611360,3450671.9164094916,-2.6712817417
367033.6237823216,3450671.7966004941,-2.6712817613
367033.3881035040,3450671.6767915008,-2.6712817878
367033.1524246810,3450671.5569825126,-2.6712818115
367032.9167458524,3450671.4371735286,-2.6712818342
367032.7529939004,3450671.3539290810,-2.6585752109
367032.5185145569,3450671.2309558811,-2.6585752304
367032.2840352103,3450671.1079826853,-2.6585752602
367032.0495558555,3450670.9850094942,-2.6585752919
367031.8150764951,3450670.8620363097,-2.6585753100
367031.5805971315,3450670.7390631288,-2.6585753438
367031.3461177575,3450670.6160899526,-2.6585753671
367031.1116383827,3450670.4931167830,-2.6585753983
367030.8771589998,3450670.3701436184,-2.6585754208
367030.6426796112,3450670.2471704576,-2.6585754344
367030.4885710579,3450670.1663479367,-2.7143359509
367030.2490869403,3450670.0573096485,-2.7143359719
367030.0096028175,3450669.9482713640,-2.7143359945
367029.7701186896,3450669.8392330837,-2.7143360284
367029.5306345565,3450669.7301948108,-2.7143360531
367029.2911504160,3450669.6211565416,-2.7143360730
367029.0516662750,3450669.5121182781,-2.7143361047
367028.8121821242,3450669.4030800192,-2.7143361345
367028.7223149365,3450669.3621630697,-2.7405322767
367028.4807088985,3450669.2597115505,-2.7405323070
367028.2391028533,3450669.1572600370,-2.7405323388
367027.9974968033,3450669.0548085305,-2.7405323609
367027.7558907482,3450668.9523570281,-2.7405323859
367027.5142846885,3450668.8499055309,-2.7405324094
367027.2726786261,3450668.7474540393,-2.7405324419
367027.0310725539,3450668.6450025528,-2.7405324716
367026.7894664794,3450668.5425510737,-2.7405324733
367026.6901442943,3450668.5004341495,-2.7405324733
367026.6901442943,3450668.5004341495,-2.7600157091
367026.4470537621,3450668.4028959232,-2.7600157285
367026.3287551263,3450668.3554294985,-2.7897779745
367026.0835496333,3450668.2654179120,-2.7897780021
367025.8383441357,3450668.1754063317,-2.7897780317
367025.6154851831,3450668.0935978694,-2.8317966345
367025.3676040925,3450668.0142504857,-2.8317966726
367025.1197229954,3450667.9349031104,-2.8317966782
367024.9148929508,3450667.8693364887,-2.8765884039
367024.6645538274,3450667.8013976756,-2.8765884307
367024.4142146980,3450667.7334588682,-2.8765884543
367024.2269784303,3450667.6826453675,-2.9242390293
367023.9744638890,3450667.6268794630,-2.9242390511
367023.7219493446,3450667.5711135636,-2.9242390713
367023.5517415400,3450667.5335244797,-2.9747936371
367023.2974070545,3450667.4907038822,-2.9747936513
367023.0430725691,3450667.4478832884,-2.9747936917
367022.8891823795,3450667.4219738343,-3.0282438002
367022.6334630437,3450667.3928635647,-3.0282438236
367022.3777437038,3450667.3637533006,-3.0282438470
367022.2393009590,3450667.3479934288,-3.0845141516
367021.9827163143,3450667.3333320362,-3.0845141814
367021.7261316660,3450667.3186706509,-3.0845142016
367021.6020972834,3450667.3115832619,3.1397351706
367021.3452532514,3450667.3120603459,3.1397351489
367021.0884092166,3450667.3125374354,3.1397351311
367020.9775712650,3450667.3127433197,3.0783765097
367020.7211581212,3450667.3289743969,3.0783764879
367020.4647449781,3450667.3452054798,3.0783764639
367020.3657230076,3450667.3514736234,3.0149307868
367020.1105084913,3450667.3839735580,3.0149307664
367019.8552939763,3450667.4164734976,3.0149307391
367019.7665525154,3450667.4277741588,2.9662294868
367019.5127805694,3450667.4727382744,2.9662294605
367019.4717214442,3450667.4800132611,2.9168007842
367019.2198819544,3450667.5375979589,2.9168007665
367018.9680424647,3450667.5951826614,2.9168007373
367018.8915675653,3450667.6126691364,2.8501629209
367018.6430899950,3450667.6872050781,2.8501628939
367018.3946124305,3450667.7617410254,2.8501628894
367018.3240914668,3450667.7828952367,2.7832219346
367018.0798819613,3450667.8743624110,2.7832219108
367017.8356724599,3450667.9658295903,2.7832219199
367017.7692931566,3450667.9906915529,2.7165744555
367017.5302410363,3450668.0988877565,2.7165744335
367017.2911889208,3450668.2070839643,2.7165744161
367017.2271725434,3450668.2360581048,2.6508014833
367016.9941218718,3450668.3606015109,2.6508014606
367016.7610712007,3450668.4851449234,2.6508014365
367016.6977298236,3450668.5189948655,2.5864394463
367016.4714527961,3450668.6593359592,2.5864394167
367016.2451757744,3450668.7996770586,2.5864394137
367016.1809648110,3450668.8395018592,2.5239556307
367015.9621393970,3450668.9949439890,2.5239556052
367015.7433139870,3450669.1503861244,2.5239555898
367015.6768776043,3450669.1975790602,2.4637328501
367015.4660710099,3450669.3673052979,2.4637328227
367015.2552644220,3450669.5370315397,2.4637328005
367015.1854681137,3450669.5932264896,2.4060616506
367014.9831271775,3450669.7763304356,2.4060616208
367014.7807862483,3450669.9594343863,2.4060616196
367014.7067364404,3450670.0264441231,2.3646058067
367014.5109638636,3450670.2189506842,2.3646058187
367014.4721248446,3450670.2571417624,2.3247517520
367014.2830517222,3450670.4584950060,2.3247517314
367014.0939786046,3450670.6598482528,2.3247516959
367014.0124099515,3450670.7467147228,2.2741499698
367013.8323900255,3450670.9589929776,2.2741499346
367013.6523701092,3450671.1712712361,2.2741499083
367013.5653727854,3450671.2738578930,2.2264524105
367013.3944479319,3450671.4960783846,2.2264523856
367013.2235230858,3450671.7182988781,2.2264523597
367013.1310134465,3450671.8385712625,2.1816147921
367012.9691333476,3450672.0697830194,2.1816147683
367012.8072532559,3450672.3009947776,2.1816147577
367012.7093319404,3450672.4408548418,2.1395519223
367012.5563686693,3450672.6801537322,2.1395519092
367012.4034054005,3450672.9194526258,2.1395518723
367012.3003282700,3450673.0807086285,2.1001496021
367012.1560909954,3450673.3272475917,2.1001495674
367012.0118537302,3450673.5737865586,2.1001495484
367011.9040023382,3450673.7581326212,2.0632741505
367011.7682514263,3450674.0111277797,2.0632741267
367011.6325005215,3450674.2641229397,2.0632741125
367011.5203542468,3450674.4731268184,2.0287812566
367011.3928138901,3450674.7318600374,2.0287812319
367011.2652735400,3450674.9905932592,2.0287812178
367011.1493839956,3450675.2256912203,2.0043853958
367011.0278051442,3450675.4882963146,2.0043853952
367010.9686530738,3450675.6160622449,1.9811828625
367010.8528592683,3450675.8821993270,1.9811828519
367010.7370654666,3450676.1483364082,1.9811828216
367010.6212716734,3450676.4144734917,1.9811828192
367010.6166995422,3450676.4249819452,1.9811828192
367010.6166995422,3450676.4249819452,1.9424054949
367010.5108152963,3450676.6966781635,1.9424054716
367010.4049310563,3450676.9683743855,1.9424054536
367010.2990468221,3450677.2400706070,1.9424054310
367010.1931625938,3450677.5117668319,1.9424054124
367010.0872783712,3450677.7834630567,1.9424053920
367009.9813941545,3450678.0551592829,1.9424053705
367009.8755099436,3450678.3268555114,1.9424053531
367009.7696257385,3450678.5985517390,1.9424053298
367009.6637415392,3450678.8702479703,1.9424053112
367009.5578573458,3450679.1419442017,1.9424052900
367009.4821865647,3450679.3361135735,1.9519007423
367009.3738486128,3450679.6064894251,1.9519007238
367009.2655106668,3450679.8768652766,1.9519006972
367009.1571727290,3450680.1472411281,1.9519006812
367009.0488347948,3450680.4176169834,1.9519006599
367008.9404968666,3450680.6879928405,1.9519006417
367008.8321589442,3450680.9583686972,1.9519006194
367008.7238210277,3450681.2287445567,1.9519005997
367008.6154831172,3450681.4991204166,1.9519005780
367008.5071452126,3450681.7694962788,1.9519005527
367008.3988073163,3450682.0398721402,1.9519005368
367008.2904694235,3450682.3102480052,1.9519005167
367008.1821315367,3450682.5806238712,1.9519004966
367008.0737936557,3450682.8509997381,1.9519004750
367007.9654557806,3450683.1213756073,1.9519004561
367007.8571179115,3450683.3917514766,1.9519004338
367007.7487800483,3450683.6621273481,1.9519004129
367007.6404421910,3450683.9325032216,1.9519003862
367007.5321043421,3450684.2028790950,1.9519003723
367007.4237664966,3450684.4732549707,1.9519003516
367007.3154286571,3450684.7436308479,1.9519003303
367007.2070908235,3450685.0140067269,1.9519003102
367007.0987529958,3450685.2843826069,1.9519002910
367006.9904151740,3450685.5547584873,1.9519002678
367006.8820773581,3450685.8251343709,1.9519002482
367006.7737395482,3450686.0955102551,1.9519002211
367006.6654017466,3450686.3658861397,1.9519002136
367006.5844972434,3450686.5677974466,1.9736000583
367006.4706178539,3450686.8350559282,1.9736000443
367006.3567384681,3450687.1023144117,1.9736000213
367006.2428590885,3450687.3695728974,1.9736000009
367006.1289797149,3450687.6368313842,1.9735999714
367006.0151003499,3450687.9040898727,1.9735999567
367005.9012209885,3450688.1713483636,1.9735999294
367005.7873416358,3450688.4386068545,1.9735999159
367005.6734622867,3450688.7058653468,1.9735998922
367005.5595829437,3450688.9731238424,1.9735998714
367005.4457036069,3450689.2403823389,1.9735998432
367005.3318242786,3450689.5076408363,1.9735998270
367005.2179449541,3450689.7748993370,1.9735998020
367005.1040656380,3450690.0421578363,1.9735997851
367004.9901863256,3450690.3094163393,1.9735997682
367004.8912864662,3450690.5415202137,1.9806852146
367004.7756179841,3450690.8077313052,1.9806851918
367004.6599495081,3450691.0739423991,1.9806851802
367004.5442810359,3450691.3401534930,1.9806851508
367004.4286125723,3450691.6063645883,1.9806851248
367004.3129441150,3450691.8725756882,1.9806851055
367004.1972756637,3450692.1387867881,1.9806850935
367004.0816072163,3450692.4049978880,1.9806850624
367003.9659387774,3450692.6712089907,1.9806850391
367003.8502703448,3450692.9374200962,1.9806850209
367003.7346019183,3450693.2036312008,1.9806850057
367003.6189334955,3450693.4698423077,1.9806849755
367003.5563839374,3450693.6138002533,1.9657316189
367003.4445032297,3450693.8822049499,1.9657316070
367003.3326225256,3450694.1506096469,1.9657315692
367003.2207418324,3450694.4190143463,1.9657315628
367003.1088611404,3450694.6874190476,1.9657315365
367002.9969804570,3450694.9558237484,1.9657315129
367002.8850997794,3450695.2242284529,1.9657314921
367002.7732191080,3450695.4926331583,1.9657314810
367002.6613384403,3450695.7610378633,1.9657314417
367002.5494577833,3450696.0294425720,1.9657314278
367002.4375771300,3450696.2978472826,1.9657314170
367002.3256964803,3450696.5662519927,1.9657313880
367002.2138158392,3450696.8346567042,1.9657313638
367002.1019352041,3450697.1030614194,1.9657313454
367001.9900545750,3450697.3714661342,1.9657313321
367001.9662414299,3450697.4285945282,1.9657316437
367001.8543607251,3450697.6969991992,1.9657316316
367001.7424800239,3450697.9654038707,1.9657316040
367001.6305993312,3450698.2338085426,1.9657315811
367001.5187186445,3450698.5022132173,1.9657315601
367001.4068379639,3450698.7706178934,1.9657315455
367001.2949572869,3450699.0390225719,1.9657315194
367001.1830766184,3450699.3074272498,1.9657314963
367001.0711959559,3450699.5758319306,1.9657314754
367000.9593152995,3450699.8442366128,1.9657314631
367000.8474346467,3450700.1126412954,1.9657314261
367000.7355540048,3450700.3810459799,1.9657314199
367000.6236733641,3450700.6494506663,1.9657313905
367000.5117927318,3450700.9178553545,1.9657313713
367000.3999121056,3450701.1862600427,1.9657313833
367000.3760988063,3450701.2433887986,1.9794226460
367000.2607484289,3450701.5097875120,1.9794226316
367000.1453980553,3450701.7761862273,1.9794226107
367000.0300476879,3450702.0425849436,1.9794225830
366999.9146973291,3450702.3089836603,1.9794225590
366999.7993469764,3450702.5753823803,1.9794225462
366999.6839966275,3450702.8417811012,1.9794225160
366999.5686462872,3450703.1081798240,1.9794225020
366999.4532959505,3450703.3745785486,1.9794224803
366999.3379456202,3450703.6409772746,1.9794224524
366999.2225952984,3450703.9073760011,1.9794224376
366999.1072449803,3450704.1737747299,1.9794224078
366998.9918946709,3450704.4401734606,1.9794223885
366998.8765443675,3450704.7065721913,1.9794223706
366998.7611940680,3450704.9729709262,1.9794223505
366998.6458437747,3450705.2393696615,1.9794223222
366998.5304934899,3450705.5057683978,1.9794223085
366998.4151432088,3450705.7721671355,1.9794222782
366998.2997929363,3450706.0385658755,1.9794222648
366998.1844426676,3450706.3049646164,1.9794222346
366998.0690924075,3450706.5713633597,1.9794222215
366997.9537421511,3450706.8377621039,1.9794221916
366997.8383919034,3450707.1041608499,1.9794221774
366997.7230416594,3450707.3705595979,1.9794221496
366997.6076914240,3450707.6369583462,1.9794221113
366997.6054585393,3450707.6421151431,1.9725432599
366997.4918469233,3450707.9095284902,1.9725432319
366997.3782353156,3450708.1769418381,1.9725432090
366997.2646237140,3450708.4443551889,1.9725431892
366997.1510121187,3450708.7117685396,1.9725431675
366997.0374005294,3450708.9791818922,1.9725431532
366996.9237889438,3450709.2465952467,1.9725431221
366996.8101773667,3450709.5140086045,1.9725431055
366996.6965657957,3450709.7814219599,1.9725430801
366996.5829542309,3450710.0488353199,1.9725430678
366996.4693426697,3450710.3162486805,1.9725430388
366996.3557311171,3450710.5836620424,1.9725430184
366996.2421195705,3450710.8510754053,1.9725429939
366996.1285080301,3450711.1184887718,1.9725429829
366996.0148964933,3450711.3859021380,1.9725429541
366995.9012849651,3450711.6533155055,1.9725429301
366995.7876734430,3450711.9207288763,1.9725429191
366995.6740619246,3450712.1881422466,1.9725428877
366995.5604504148,3450712.4555556201,1.9725428700
366995.4671002554,3450712.6752788005,1.9725432617
366995.3534886516,3450712.9426921173,1.9725432340
366995.2398770563,3450713.2101054345,1.9725432200
366995.1262654647,3450713.4775187536,1.9725431913
366995.0126538817,3450713.7449320736,1.9725431774
366994.8990423024,3450714.0123453955,1.9725431478
366994.7854307316,3450714.2797587193,1.9725431347
366994.6718191645,3450714.5471720439,1.9725431069
366994.5582076058,3450714.8145853695,1.9725430916
366994.4445960510,3450715.0819986975,1.9725430699
366994.3309845022,3450715.3494120273,1.9725430424
366994.2173729619,3450715.6168253575,1.9725430274
366994.1037614254,3450715.8842386901,1.9725429980
366993.9901498973,3450716.1516520246,1.9725429850
366993.8765383729,3450716.4190653600,1.9725429549
366993.7629268571,3450716.6864786977,1.9725429425
366993.6493153450,3450716.9538920359,1.9725429118
366993.5357038414,3450717.2213053769,1.9725428994
366993.4220923415,3450717.4887187183,1.9725428780
366993.3287419367,3450717.7084424715,1.9766623040
366993.2140881284,3450717.9752498460,1.9766622767
366993.0994343286,3450718.2420572210,1.9766622639
366992.9847805327,3450718.5088645965,1.9766622397
366992.8701267428,3450718.7756719757,1.9766622116
366992.7554729615,3450719.0424793554,1.9766621983
366992.6408191839,3450719.3092867364,1.9766621748
366992.5261654125,3450719.5760941203,1.9766621473
366992.4115116496,3450719.8429015046,1.9766621338
366992.2968578906,3450720.1097088899,1.9766621090
366992.1822041376,3450720.3765162793,1.9766620846
366992.0675503931,3450720.6433236669,1.9766620687
366991.9528966524,3450720.9101310573,1.9766620383
366991.8382429203,3450721.1769384500,1.9766620262
366991.7235891919,3450721.4437458431,1.9766620035
366991.6089354696,3450721.7105532386,1.9766619834
366991.4942817535,3450721.9773606346,1.9766619552
366991.4583040408,3450722.0610833513,1.9766622945
366991.3436502472,3450722.3278906988,1.9766622882
366991.2289964550,3450722.5946980477,1.9766622523
366991.1143426737,3450722.8615053976,1.9766622386
366990.9996888961,3450723.1283127489,1.9766622153
366990.8850351247,3450723.3951201029,1.9766621951
366990.7703813595,3450723.6619274574,1.9766621747
366990.6557276003,3450723.9287348129,1.9766621501
366990.5410738473,3450724.1955421721,1.9766621317
366990.4264201006,3450724.4623495303,1.9766621004
366990.3117663623,3450724.7291568918,1.9766620949
366990.1971126253,3450724.9959642543,1.9766620569
366990.0824588994,3450725.2627716190,1.9766620522
366989.9678051748,3450725.5295789842,1.9766620142
366989.8531514611,3450725.7963863518,1.9766620006
366989.7384977512,3450726.0631937208,1.9766619806
366989.6238440474,3450726.3300010902,1.9766619552
366989.5878661578,3450726.4137242185,1.9670434851
366989.4756514487,3450726.6819388564,1.9670434545
366989.3634367482,3450726.9501534970,1.9670434441
366989.2512220513,3450727.2183681368,1.9670434142
366989.1390073628,3450727.4865827789,1.9670434007
366989.0267926781,3450727.7547974223,1.9670433708
366988.9145780017,3450728.0230120681,1.9670433575
366988.8023633290,3450728.2912267153,1.9670433283
366988.6901486649,3450728.5594413639,1.9670433165
366988.5779340043,3450728.8276560130,1.9670432866
366988.4657193522,3450729.0958706643,1.9670432712
366988.3535047037,3450729.3640853185,1.9670432461
366988.2412900638,3450729.6322999713,1.9670432306
366988.1290754275,3450729.9005146269,1.9670432005
366988.0168607996,3450730.1687292852,1.9670431809
366987.9046461779,3450730.4369439436,1.9670431676
366987.7924315598,3450730.7051586034,1.9670431377
366987.6802169501,3450730.9733732655,1.9670431257
366987.5680023440,3450731.2415879280,1.9670430776
366987.5578511466,3450731.2658512611,1.9670434854
366987.4456364495,3450731.5340658701,1.9670434660
366987.3334217584,3450731.8022804796,1.9670434435
366987.2212070734,3450732.0704950914,1.9670434153
366987.1089923969,3450732.3387097041,1.9670434001
366986.9967777240,3450732.6069243196,1.9670433803
366986.8845630571,3450732.8751389356,1.9670433574
366986.7723483963,3450733.1433535544,1.9670433394
366986.6601337416,3450733.4115681723,1.9670433169
366986.5479190929,3450733.6797827925,1.9670432940
366986.4357044504,3450733.9479974154,1.9670432670
366986.3234898163,3450734.2162120384,1.9670432537
366986.2112751858,3450734.4844266628,1.9670432308
366986.0990605614,3450734.7526412900,1.9670432091
366985.9868459430,3450735.0208559190,1.9670431828
366985.8746313332,3450735.2890705476,1.9670431676
366985.7624167269,3450735.5572851789,1.9670431470
366985.6502021268,3450735.8254998112,1.9670431255
366985.5379875326,3450736.0937144454,1.9670431773
366985.5278361116,3450736.1179783060,1.9782926396
366985.4127707797,3450736.3845444024,1.9782926186
366985.2977054538,3450736.6511105001,1.9782926039
366985.1826401318,3450736.9176765997,1.9782925741
366985.0675748184,3450737.1842427012,1.9782925543
366984.9525095110,3450737.4508088031,1.9782925306
366984.8374442100,3450737.7173749078,1.9782925186
366984.7223789125,3450737.9839410130,1.9782924886
366984.6073136237,3450738.2505071200,1.9782924680
366984.4922483410,3450738.5170732280,1.9782924535
366984.3771830621,3450738.7836393379,1.9782924226
366984.2621177918,3450739.0502054505,1.9782924108
366984.1470525252,3450739.3167715631,1.9782923806
366984.0319872671,3450739.5833376781,1.9782923584
366983.9169220153,3450739.8499037949,1.9782923378
366983.8018567696,3450740.1164699127,1.9782923168
366983.6867915301,3450740.3830360314,1.9782923008
366983.5717262943,3450740.6496021533,1.9782922729
366983.4566610671,3450740.9161682758,1.9782922592
366983.3415958436,3450741.1827343996,1.9782922300
366983.2265306287,3450741.4493005248,1.9782922069
366983.1114654200,3450741.7158666528,1.9782921938
366982.9964002150,3450741.9824327817,1.9782921639
366982.8813350186,3450742.2489989125,1.9782921435
366982.7662698283,3450742.5155650442,1.9782921212
366982.6512046442,3450742.7821311778,1.9782921181
366982.5815325961,3450742.9435371566,1.9782921181
366982.5815325961,3450742.9435371566,2.0205294736
366982.4559948170,3450743.2035972788,2.0205294670
366982.3304570395,3450743.4636574020,2.0205294337
366982.2084821862,3450743.7163367048,2.0084676936
366982.0858972402,3450743.9783045519,2.0084676875
366981.9633122957,3450744.2402724000,2.0084676446
366981.8407273625,3450744.5022402531,2.0084676363
366981.7181424333,3450744.7642081035,2.0084676065
366981.5955575106,3450745.0261759604,2.0084675876
366981.5376924197,3450745.1498354957,1.9744164579
366981.4236065150,3450745.4169736695,1.9744164365
366981.3095206165,3450745.6841118447,1.9744164142
366981.1954347241,3450745.9512500223,1.9744163846
366981.0813488402,3450746.2183882017,1.9744163722
366980.9672629600,3450746.4855263815,1.9744163522
366980.8531770860,3450746.7526645618,1.9744163274
366980.7390912180,3450747.0198027464,1.9744163066
366980.6250053562,3450747.2869409318,1.9744162791
366980.5109195030,3450747.5540791173,1.9744162645
366980.3968336534,3450747.8212173050,1.9744162414
366980.2827478100,3450748.0883554956,1.9744162225
366980.1686619727,3450748.3554936857,1.9744161996
366980.0545761415,3450748.6226318786,1.9744161710
366979.9404903189,3450748.8897700724,1.9744161569
366979.8264045000,3450749.1569082681,1.9744161349
366979.7123186872,3450749.4240464657,1.9744161090
366979.5982328830,3450749.6911846623,1.9744160919
366979.4841470824,3450749.9583228631,1.9744160705
366979.3700612880,3450750.2254610653,1.9744160491
366979.2559754997,3450750.4925992689,1.9744160220
366979.1418897200,3450750.7597374725,1.9744160060
366979.0278039440,3450751.0268756794,1.9744159860
366978.9137181741,3450751.2940138867,1.9744159641
366978.7996324103,3450751.5611520959,1.9744159500
366978.7796894292,3450751.6078497055,1.9744164609
366978.6656035407,3450751.8749878393,1.9744164385
366978.5515176583,3450752.1421259753,1.9744164249
366978.4374317796,3450752.4092641128,1.9744163970
366978.3233459095,3450752.6764022508,1.9744163824
366978.2092600430,3450752.9435403910,1.9744163532
366978.0951741851,3450753.2106785327,1.9744163324
366977.9810883334,3450753.4778166753,1.9744163122
366977.8670024877,3450753.7449548189,1.9744162873
366977.7529166483,3450754.0120929661,1.9744162683
366977.6388308149,3450754.2792311134,1.9744162533
366977.5247449852,3450754.5463692630,1.9744162254
366977.4106591641,3450754.8135074130,1.9744162031
366977.2965733490,3450755.0806455654,1.9744161817
366977.1824875402,3450755.3477837192,1.9744161693
366977.0684017350,3450755.6149218734,1.9744161392
366976.9543159384,3450755.8820600300,1.9744161161
366976.8402301479,3450756.1491981894,1.9744160966
366976.7261443635,3450756.4163363487,1.9744160824
366976.6120585828,3450756.6834745100,1.9744160520
366976.4979728108,3450756.9506126735,1.9744160309
366976.3838870447,3450757.2177508385,1.9744160133
366976.2698012849,3450757.4848890021,1.9744159870
366976.1557155311,3450757.7520271707,1.9744159669
366976.0416297836,3450758.0191653399,1.9744159927
366976.0216863869,3450758.0658639171,1.9744164560
366975.9076005170,3450758.3330020108,1.9744164304
366975.7935146533,3450758.6001401092,1.9744164190
366975.6794287931,3450758.8672782076,1.9744163884
366975.5653429417,3450759.1344163083,1.9744163705
366975.4512570963,3450759.4015544080,1.9744163536
366975.3371712546,3450759.6686925115,1.9744163246
366975.2230854214,3450759.9358306164,1.9744163103
366975.1089995920,3450760.2029687231,1.9744162836
366974.9949137711,3450760.4701068299,1.9744162593
366974.8808279564,3450760.7372449399,1.9744162472
366974.7667421453,3450761.0043830504,1.9744162202
366974.6526563428,3450761.2715211608,1.9744161951
366974.5385705464,3450761.5386592755,1.9744161815
366974.4244847537,3450761.8057973916,1.9744161531
366974.3103989696,3450762.0729355086,1.9744161396
366974.1963131891,3450762.3400736270,1.9744161111
366974.0822274173,3450762.6072117463,1.9744160894
366973.9681416515,3450762.8743498675,1.9744160678
366973.8540558919,3450763.1414879900,1.9744160513
366973.7399701360,3450763.4086261163,1.9744160255
366973.6258843886,3450763.6757642417,1.9744160116
366973.5117986450,3450763.9429023685,1.9744159807
366973.3977129097,3450764.2100404985,1.9744159671
366973.2836271784,3450764.4771786295,1.9744159442
366973.2636833877,3450764.5238781357,1.9744164656
366973.1495975315,3450764.7910161903,1.9744164423
366973.0355116815,3450765.0581542477,1.9744164230
366972.9214258376,3450765.3252923051,1.9744164015
366972.8073399998,3450765.5924303639,1.9744163786
366972.6932541681,3450765.8595684255,1.9744163501
366972.5791683451,3450766.1267064880,1.9744163355
366972.4650825256,3450766.3938445528,1.9744163151
366972.3509967124,3450766.6609826181,1.9744162935
366972.2369109052,3450766.9281206853,1.9744162695
366972.1228251042,3450767.1952587557,1.9744162519
366972.0087393094,3450767.4623968247,1.9744162291
366971.8946535205,3450767.7295348966,1.9744162064
366971.7805677379,3450767.9966729707,1.9744161875
366971.6664819614,3450768.2638110444,1.9744161631
366971.5523961910,3450768.5309491218,1.9744161365
366971.4383104292,3450768.7980871988,1.9744161207
366971.3242246711,3450769.0652252790,1.9744160992
366971.2101389191,3450769.3323633606,1.9744160786
366971.0960531732,3450769.5995014431,1.9744160588
366970.9819674334,3450769.8666395261,1.9744160351
366970.8678816998,3450770.1337776119,1.9744160135
366970.7537959723,3450770.4009156995,1.9744159930
366970.6397102509,3450770.6680537881,1.9744159697
366970.5256245356,3450770.9351918795,1.9744159523
366970.5056803366,3450770.9818923408,1.9835986013
366970.3892793428,3450771.2476681117,1.9835985903
366970.2728783530,3450771.5134438816,1.9835985581
366970.1564773718,3450771.7792196553,1.9835985391
366970.0400763967,3450772.0449954285,1.9835985166
366969.9236754278,3450772.3107712041,1.9835984933
366969.8072744652,3450772.5765469819,1.9835984803
366969.6908735064,3450772.8423227607,1.9835984505
366969.5744725561,3450773.1080985414,1.9835984294
366969.4580716122,3450773.3738743230,1.9835984140
366969.4107389152,3450773.4819480604,1.9835984140
366969.4107389152,3450773.4819480604,1.9715033627
366969.2973911238,3450773.7495132084,1.9715033425
366969.1840433386,3450774.0170783568,1.9715033254
366969.0706955570,3450774.2846435094,1.9715032983
366968.9573477840,3450774.5522086620,1.9715032768
366968.8440000170,3450774.8197738165,1.9715032552
366968.7306522562,3450775.0873389724,1.9715032352
366968.6173045015,3450775.3549041287,1.9715032131
366968.5039567528,3450775.6224692874,1.9715031904
366968.3906090102,3450775.8900344484,1.9715031685
366968.2772612738,3450776.1575996112,1.9715031506
366968.1639135435,3450776.4251647731,1.9715031269
366968.0505658192,3450776.6927299383,1.9715031048
366967.9372181011,3450776.9602951054,1.9715030846
366967.8238703890,3450777.2278602733,1.9715030625
366967.7105226831,3450777.4954254432,1.9715030423
366967.5971749832,3450777.7629906139,1.9715030208
366967.4838272894,3450778.0305557861,1.9715029996
366967.3704796018,3450778.2981209597,1.9715029757
366967.2571319203,3450778.5656861365,1.9715029640
366967.1437842423,3450778.8332513138,1.9715029338
366967.0304365731,3450779.1008164929,1.9715029162
366966.9170889098,3450779.3683816711,1.9715028917
366966.8037412526,3450779.6359468531,1.9715028703
366966.6903936017,3450779.9035120364,1.9715028515
366966.5770459566,3450780.1710772198,1.9715028255
366966.4636983178,3450780.4386424078,1.9715027845
366966.4520461467,3450780.4661481921,1.9714323504
366966.3387163845,3450780.7337236824,1.9714323257
366966.2253866308,3450781.0012991708,1.9714323016
366966.1120568832,3450781.2688746629,1.9714322791
366965.9987271416,3450781.5364501574,1.9714322679
366965.8853974039,3450781.8040256514,1.9714322366
366965.7720676746,3450782.0716011487,1.9714322174
366965.6587379513,3450782.3391766460,1.9714321941
366965.5454082342,3450782.6067521460,1.9714321737
366965.4320785232,3450782.8743276470,1.9714321597
366965.3187488158,3450783.1419031499,1.9714321324
366965.2054191170,3450783.4094786528,1.9714321089
366965.0920894243,3450783.6770541589,1.9714320868
366964.9787597377,3450783.9446296669,1.9714320741
366964.8654300547,3450784.2122051758,1.9714320462
366964.7521003804,3450784.4797806852,1.9714320249
366964.6387707120,3450784.7473561964,1.9714320014
366964.5254410498,3450785.0149317104,1.9714319808
366964.4121113937,3450785.2825072254,1.9714319612
366964.2987817436,3450785.5500827408,1.9714319383
366964.1854520998,3450785.8176582586,1.9714319258
366964.0721224595,3450786.0852337773,1.9714318941
366963.9587928278,3450786.3528092992,1.9714318750
366963.8454632022,3450786.6203848212,1.9714318527
366963.7321335826,3450786.8879603455,1.9714318400
366963.6188039668,3450787.1555358702,1.9714318027
366963.5907642936,3450787.2217386100,1.9714323533
366963.4774345485,3450787.4893140574,1.9714323310
