x,y,heading
366963.3641048096,3450787.7568895072,1.9714323022
366963.2507750791,3450788.0244649583,1.9714322903
366963.1374453524,3450788.2920404095,1.9714322590
366963.0241156342,3450788.5596158640,1.9714322460
366962.9107859196,3450788.8271913193,1.9714322262
366962.7974562112,3450789.0947667751,1.9714321949
366962.6841265112,3450789.3623422342,1.9714321812
366962.5707968150,3450789.6299176947,1.9714321606
366962.4574671249,3450789.8974931561,1.9714321324
366962.3441374432,3450790.1650686185,1.9714321177
366962.2308077653,3450790.4326440832,1.9714320962
366962.1174780935,3450790.7002195492,1.9714320752
366962.0041484277,3450790.9677950167,1.9714320478
366961.8908187705,3450791.2353704846,1.9714320322
366961.7774891169,3450791.5029459554,1.9714320102
366961.6641594695,3450791.7705214280,1.9714319820
366961.5508298306,3450792.0380969015,1.9714319695
366961.4375001952,3450792.3056723760,1.9714319465
366961.3241705662,3450792.5732478527,1.9714319187
366961.2108409455,3450792.8408233305,1.9714319037
366961.0975113285,3450793.1083988105,1.9714318839
366960.9841817176,3450793.3759742910,1.9714318535
366960.8708521153,3450793.6435497738,1.9714318402
366960.7575225167,3450793.9111252581,1.9714318047
366960.7294824094,3450793.9773290223,1.9714323436
366960.6161526840,3450794.2449044306,1.9714323211
366960.5028229647,3450794.5124798412,1.9714323021
366960.3894932514,3450794.7800552519,1.9714322778
366960.2761635444,3450795.0476306658,1.9714322590
366960.1628338433,3450795.3152060797,1.9714322292
366960.0495041509,3450795.5827814955,1.9714322159
366959.9361744620,3450795.8503569127,1.9714321926
366959.8228447794,3450796.1179323327,1.9714321736
366959.7095151027,3450796.3855077527,1.9714321515
366959.5961854322,3450796.6530831745,1.9714321295
366959.4828557678,3450796.9206585982,1.9714321004
366959.3695261119,3450797.1882340237,1.9714320878
366959.2561964597,3450797.4558094498,1.9714320661
366959.1428668136,3450797.7233848777,1.9714320443
366959.0295371736,3450797.9909603074,1.9714320155
366958.9162075421,3450798.2585357386,1.9714320024
366958.8028779143,3450798.5261111706,1.9714319807
366958.6895482925,3450798.7936866046,1.9714319572
366958.5762186769,3450799.0612620418,1.9714319381
366958.4628890674,3450799.3288374785,1.9714319082
366958.3495594664,3450799.5964129176,1.9714318966
366958.2362298691,3450799.8639883567,1.9714318720
366958.1229002779,3450800.1315637995,1.9714318541
366958.0095706928,3450800.3991392413,1.9714318230
366957.8962411161,3450800.6667146864,1.9714318369
366957.8682005864,3450800.7329194420,1.9714323442
366957.7548708782,3450801.0004948094,1.9714323311
366957.6415411737,3450801.2680701776,1.9714323005
366957.5282114777,3450801.5356455487,1.9714322825
366957.4148817877,3450801.8032209189,1.9714322580
366957.3015521039,3450802.0707962927,1.9714322365
366957.1882224262,3450802.3383716685,1.9714322247
366957.0748927521,3450802.6059470442,1.9714321944
366956.9615630866,3450802.8735224223,1.9714321746
366956.8482334272,3450803.1410978008,1.9714321532
366956.7349037739,3450803.4086731807,1.9714321303
366956.6215741266,3450803.6762485635,1.9714321166
366956.5082444831,3450803.9438239476,1.9714320880
366956.3949148481,3450804.2113993331,1.9714320659
366956.2815852192,3450804.4789747205,1.9714320538
366956.1682555939,3450804.7465501083,1.9714320238
366956.0549259771,3450805.0141254985,1.9714320028
366955.9415963666,3450805.2817008896,1.9714319826
366955.8282667620,3450805.5492762816,1.9714319664
366955.7149371612,3450805.8168516769,1.9714319376
366955.6016075689,3450806.0844270736,1.9714319178
366955.4882779826,3450806.3520024708,1.9714318949
366955.3749484025,3450806.6195778702,1.9714318753
366955.2616188285,3450806.8871532702,1.9714318604
366955.1482892581,3450807.1547286725,1.9714318336
366955.0349596962,3450807.4223040747,1.9714318296
366955.0069187324,3450807.4885098566,1.9714323471
366954.8935890414,3450807.7560851811,1.9714323311
366954.7802593541,3450808.0236605089,1.9714323100
366954.6669296728,3450808.2912358381,1.9714322882
366954.5535999977,3450808.5588111691,1.9714322612
366954.4402703310,3450808.8263865001,1.9714322371
366954.3269406706,3450809.0939618344,1.9714322246
366954.2136110137,3450809.3615371697,1.9714322040
366954.1002813629,3450809.6291125058,1.9714321821
366953.9869517182,3450809.8966878438,1.9714321527
366953.8736220821,3450810.1642631837,1.9714321390
366953.7602924496,3450810.4318385250,1.9714321182
366953.6469628233,3450810.6994138672,1.9714320982
366953.5336332030,3450810.9669892103,1.9714320665
366953.4203035913,3450811.2345645567,1.9714320530
366953.3069739832,3450811.5021399045,1.9714320261
366953.1936443837,3450811.7697152523,1.9714320113
366953.0803147878,3450812.0372906025,1.9714319899
366952.9669851981,3450812.3048659540,1.9714319663
366952.8536556144,3450812.5724413088,1.9714319407
366952.7403260393,3450812.8400166626,1.9714319257
366952.6269964678,3450813.1075920188,1.9714319047
366952.5136669024,3450813.3751673764,1.9714318820
366952.4003373432,3450813.6427427363,1.9714318544
366952.2870077925,3450813.9103180966,1.9714318418
366952.1736782454,3450814.1778934579,1.9714318297
366952.1456368475,3450814.2441002647,1.9714323425
366952.0323071737,3450814.5116755520,1.9714323143
366951.9189775084,3450814.7792508402,1.9714323016
366951.8056478468,3450815.0468261293,1.9714322796
366951.6923181913,3450815.3144014203,1.9714322573
366951.5789885418,3450815.5819767136,1.9714322391
366951.4656588985,3450815.8495520060,1.9714322053
366951.3523292637,3450816.1171273035,1.9714321946
366951.2389996327,3450816.3847026001,1.9714321735
366951.1256700077,3450816.6522778980,1.9714321514
366951.0123403887,3450816.9198531983,1.9714321287
366950.8990107758,3450817.1874285010,1.9714321100
366950.7856811691,3450817.4550038031,1.9714320779
366950.6723515710,3450817.7225791090,1.9714320652
366950.5590219764,3450817.9901544158,1.9714320452
366950.4456923880,3450818.2577297231,1.9714320238
366950.3323628057,3450818.5253050318,1.9714320029
366950.2190332295,3450818.7928803419,1.9714319706
366950.1057036618,3450819.0604556557,1.9714319592
366949.9923740978,3450819.3280309695,1.9714319398
366949.8790445398,3450819.5956062833,1.9714319148
366949.7657149880,3450819.8631816013,1.9714318961
366949.6523854423,3450820.1307569188,1.9714318744
366949.5390559026,3450820.3983322382,1.9714318433
366949.4257263716,3450820.6659075604,1.9714318307
366949.3123968442,3450820.9334828835,1.9714318365
366949.2843550262,3450820.9996906808,1.9714323454
366949.1710253697,3450821.2672659252,1.9714323208
366949.0576957191,3450821.5348411738,1.9714323031
366948.9443660747,3450821.8024164210,1.9714322803
366948.8310364364,3450822.0699916710,1.9714322660
366948.7177068017,3450822.3375669229,1.9714322385
366948.6043771756,3450822.6051421752,1.9714322146
366948.4910475556,3450822.8727174308,1.9714322044
366948.3777179392,3450823.1402926855,1.9714321653
366948.2643883338,3450823.4078679434,1.9714321594
366948.1510587296,3450823.6754432027,1.9714321315
366948.0377291341,3450823.9430184625,1.9714321075
366947.9243995445,3450824.2105937260,1.9714320971
366947.8110699587,3450824.4781689886,1.9714320662
366947.6977403814,3450824.7457442540,1.9714320458
366947.5844108101,3450825.0133195203,1.9714320225
366947.4710812450,3450825.2808947894,1.9714320031
366947.3577516860,3450825.5484700585,1.9714319802
366947.2444221331,3450825.8160453304,1.9714319661
366947.1310925838,3450826.0836206041,1.9714319410
366947.0177630431,3450826.3511958765,1.9714319167
366946.9044335084,3450826.6187711526,1.9714319042
366946.7911039775,3450826.8863464291,1.9714318658
366946.6777744575,3450827.1539217085,1.9714318615
366946.5644449387,3450827.4214969883,1.9714318304
366946.4511154285,3450827.6890722709,1.9714318195
366946.4230731742,3450827.7552811014,1.9823567500
366946.3069844554,3450828.0212421576,1.9823567215
366946.1908957453,3450828.2872032146,1.9823567081
366946.0748070390,3450828.5531642726,1.9823566787
366945.9587183412,3450828.8191253324,1.9823566629
366945.8426296473,3450829.0850863946,1.9823566350
366945.7265409619,3450829.3510474577,1.9823566209
366945.6104522804,3450829.6170085222,1.9823565905
366945.4943636074,3450829.8829695890,1.9823565698
366945.3782749407,3450830.1489306567,1.9823565531
366945.2621862777,3450830.4148917277,1.9823565272
366945.1460976234,3450830.6808527978,1.9823565021
366945.0300089752,3450830.9468138721,1.9823564926
366944.9139203308,3450831.2127749445,1.9823564583
366944.7978316951,3450831.4787360220,1.9823564478
366944.6817430630,3450831.7446970986,1.9823564166
366944.5656544397,3450832.0106581780,1.9823563934
366944.5450502426,3450832.0578627591,2.0147660345
366944.4209198690,3450832.3188386899,2.0147660119
366944.2967895018,3450832.5798146226,2.0147659886
366944.1726591411,3450832.8407905572,2.0147659638
366944.0485287869,3450833.1017664950,2.0147659441
366943.9243984391,3450833.3627424324,2.0147659206
366943.8002680978,3450833.6237183721,2.0147658963
366943.6761377629,3450833.8846943146,2.0147658662
366943.5520074370,3450834.1456702584,2.0147658599
366943.4278771126,3450834.4066462032,2.0147658281
366943.3037467971,3450834.6676221509,2.0147657991
366943.1796164905,3450834.9285980994,2.0147657822
366943.0554861879,3450835.1895740507,2.0147657604
366942.9313558919,3450835.4505500030,2.0147657370
366942.8072256022,3450835.7115259576,2.0147657145
366942.6830953191,3450835.9725019136,2.0147656903
366942.5589650423,3450836.2334778723,2.0147656681
366942.4943352215,3450836.3693579403,2.0155552419
366942.3700117673,3450836.6302088746,2.0155552113
366942.2456883221,3450836.8910598108,2.0155552000
366942.1213648809,3450837.1519107460,2.0155551730
366941.9970414461,3450837.4127616859,2.0155551438
366941.8727180202,3450837.6736126267,2.0155551282
366941.7483945985,3450837.9344635694,2.0155550995
366941.6240711855,3450838.1953145131,2.0155550815
366941.4997477767,3450838.4561654599,2.0155550546
366941.3754243767,3450838.7170164064,2.0155550365
366941.2511009807,3450838.9778673565,2.0155550130
366941.1267775912,3450839.2387183090,2.0155549842
366941.0024542107,3450839.4995692619,2.0155549697
366940.8781308341,3450839.7604202162,2.0155549466
366940.7538074640,3450840.0212711724,2.0155549176
366940.6332044732,3450840.2743161777,2.0072687081
366940.5109150280,3450840.5364708649,2.0072686912
366940.3886255870,3450840.7986255549,2.0072686608
366940.2663361548,3450841.0607802467,2.0072686380
366940.1440467290,3450841.3229349405,2.0072686278
366940.0217573071,3450841.5850896328,2.0072685933
366939.8994678940,3450841.8472443298,2.0072685780
366939.8157358305,3450842.0267427349,1.9847047527
366939.6990572832,3450842.2923523360,1.9847047226
366939.5823787447,3450842.5579619389,1.9847047102
366939.4657002100,3450842.8235715423,1.9847046802
366939.3490216839,3450843.0891811475,1.9847046601
366939.2323431639,3450843.3547907532,1.9847046427
366939.1759670295,3450843.4831266589,1.9660693957
366939.0640006394,3450843.7514816327,1.9660693661
366938.9520342577,3450844.0198366088,1.9660693457
366938.8400678822,3450844.2881915853,1.9660693247
366938.7281015125,3450844.5565465637,1.9660693167
366938.6821721984,3450844.6666274783,1.9660693167
366938.6821721984,3450844.6666274783,1.7697775740
366938.6235741203,3450844.9572209963,1.7697775616
366938.5649760458,3450845.2478145151,1.7697775413
366938.5063779775,3450845.5384080335,1.7697775360
366938.4477799104,3450845.8290015538,1.7697775054
366938.4414911984,3450845.8601878937,1.7385071262
366938.3919042668,3450846.1530798757,1.7385071220
366938.3423173360,3450846.4459718601,1.7385071061
366938.3104572474,3450846.6341578462,1.7119355849
366938.2686058261,3450846.9287119955,1.7119355842
366938.2267544051,3450847.2232661434,1.7119355826
366938.2029593067,3450847.3907382358,1.6838977375
366938.1693363767,3450847.6867508139,1.6838977293
366938.1357134491,3450847.9827633929,1.6838977254
366938.1189974720,3450848.1299290331,1.6543169261
366938.0941158310,3450848.4271462318,1.6543169127
366938.0692341942,3450848.7243634276,1.6543169259
366938.0585716360,3450848.8517302554,1.6231181130
366938.0429596779,3450849.1498414315,1.6231181165
366938.0273477187,3450849.4479526081,1.6231180936
366938.0216818928,3450849.5561418976,1.5902310390
366938.0158773557,3450849.8547728322,1.5902310280
366938.0100728219,3450850.1534037683,1.5902310240
366938.0083281402,3450850.2431639503,1.5555917958
366938.0128701840,3450850.5418705503,1.5555917947
366938.0174122282,3450850.8405771516,1.5555917878
366938.0185103737,3450850.9127964326,1.5284296657
366938.0311612924,3450851.2112232689,1.5284296742
366938.0324274699,3450851.2410915666,1.5002330976
366938.0534776909,3450851.5389134232,1.5002331154
366938.0745279065,3450851.8367352784,1.5002330811
366938.0779138177,3450851.8846396739,1.4610083330
366938.1105919683,3450852.1810905836,1.4610083360
366938.1432701177,3450852.4775414909,1.4610083614
366938.1469360429,3450852.5107981819,1.4199099983
366938.1916914282,3450852.8051603362,1.4199100139
366938.2364468090,3450853.0995224924,1.4199099679
366938.2394944330,3450853.1195671191,1.3769504033
366938.2967151770,3450853.4110472160,1.3769504205
366938.3539359159,3450853.7025273135,1.3769503915
366938.3555886905,3450853.7109464784,1.3321686003
366938.4255845139,3450853.9986840272,1.3321686057
366938.4952190106,3450854.2849362474,1.2856374840
366938.5782035775,3450854.5680169505,1.2856374898
366938.6583852880,3450854.8415364292,1.2374652277
366938.7544609315,3450855.1190103726,1.2374652407
366938.8450875246,3450855.3807470449,1.2003455435
366938.9472646607,3450855.6438312647,1.1624602519
366939.0628965204,3450855.9110927642,1.1624602785
366939.1692709686,3450856.1569575001,1.1109094705
366939.2976948564,3450856.4162384407,1.1109094960
366939.4148132267,3450856.6526941629,1.0583941991
366939.5556799374,3450856.9031164469,1.0583942256
366939.6838914346,3450857.1310412548,1.0051832846
366939.8367291499,3450857.3718077033,1.0051832987
366939.9765056826,3450857.5919987755,0.9515687489
366940.1407339517,3450857.8224158296,0.9515687637
366940.2926558743,3450858.0355667272,0.8978558026
366940.4676046083,3450858.2550616045,0.8978558255
366940.6323420053,3450858.4617451034,0.8443530498
366940.8172735358,3450858.6698764986,0.8443530938
366940.9955641763,3450858.8705339148,0.7913623330
366941.1896965929,3450859.0669959304,0.7913623578
366941.3823222866,3450859.2619331521,0.7391679584
366941.5848524726,3450859.4465525709,0.7391679759
366941.7873826541,3450859.6311719920,0.7391679361
366941.7926163353,3450859.6359428321,0.7007015269
366942.0009169637,3450859.8116419781,0.7007017981
366942.0065893700,3450859.8164265892,0.6629267570
366942.2202148869,3450859.9832265163,0.6629267888
366942.4338403969,3450860.1500264490,0.6629268203
366942.4521874670,3450860.1643519397,0.6137836594
366942.6722402758,3450860.3193936124,0.6137836932
366942.8922930780,3450860.4744352917,0.6137836757
366942.9213215035,3450860.4948877268,0.5661929979
366943.1470683867,3450860.6383748222,0.5661930110
366943.3728152685,3450860.7818619208,0.5661930846
366943.4139914743,3450860.8080339557,0.5202871034
366943.6447459562,3450860.9402431478,0.5202871386
366943.8755004299,3450861.0724523459,0.5202871523
366943.9301974793,3450861.1037906474,0.5202871523
366943.9301974793,3450861.1037906474,0.5762512595
366944.0681037111,3450861.1934053823,0.5093140899
366944.2999856853,3450861.3229018515,0.5093141188
366944.4563922863,3450861.4102484598,0.4332020061
366944.6953711875,3450861.5207767347,0.4332020220
366944.9343500858,3450861.6313050129,0.4332020557
366945.1733289791,3450861.7418332985,0.4332020786
366945.4123078670,3450861.8523615883,0.4332021067
366945.6512867474,3450861.9628898827,0.4332021352
366945.8902656250,3450862.0734181842,0.4332021565
366946.1292444973,3450862.1839464894,0.4332021887
366946.3682233645,3450862.2944748015,0.4332021988
366946.4586665547,3450862.3363049999,0.4275750846
366946.6981205558,3450862.4454216314,0.4275751033
366946.9375745544,3450862.5545382672,0.4275751307
366947.1770285477,3450862.6636549085,0.4275751599
366947.4164825359,3450862.7727715559,0.4275751824
366947.6559365190,3450862.8818882075,0.4275752168
366947.8953904946,3450862.9910048656,0.4275752388
366948.1348444674,3450863.1001215288,0.4275752687
366948.3742984325,3450863.2092381972,0.4275752889
366948.6137523950,3450863.3183548702,0.4275753195
366948.8532063524,3450863.4274715497,0.4275753437
366949.0926603047,3450863.5365882339,0.4275753664
366949.3321142517,3450863.6457049223,0.4275753955
366949.5715681936,3450863.7548216167,0.4275754283
366949.8110221280,3450863.8639383172,0.4275754486
366950.0504760597,3450863.9730550223,0.4275754729
366950.2899299861,3450864.0821717321,0.4275755001
366950.5293839076,3450864.1912884475,0.4275755348
366950.7688378213,3450864.3004051694,0.4275755487
366951.0082917324,3450864.4095218941,0.4275755857
366951.2477456384,3450864.5186386271,0.4275756085
366951.4871995391,3450864.6277553644,0.4275756363
366951.7266534324,3450864.7368721063,0.4275756568
366951.9661073228,3450864.8459888529,0.4275756907
366952.2055612082,3450864.9551056069,0.4275757100
366952.4450150884,3450865.0642223642,0.4275757375
366952.6844689635,3450865.1733391271,0.4275757720
366952.9239228310,3450865.2824558965,0.4275757923
366953.1633766958,3450865.3915726705,0.4275758172
366953.4028305530,3450865.5006894483,0.4275758455
366953.6422844075,3450865.6098062331,0.4275758533
366953.7095442093,3450865.6404558690,0.4294185555
366953.9488432072,3450865.7500350606,0.4294185813
366954.1881421999,3450865.8596142572,0.4294186040
366954.4274411874,3450865.9691934581,0.4294186314
366954.6667401699,3450866.0787726645,0.4294186584
366954.9060391495,3450866.1883518775,0.4294186832
366955.1453381216,3450866.2979310942,0.4294187138
366955.3846370885,3450866.4075103174,0.4294187366
366955.6239360502,3450866.5170895448,0.4294187656
366955.8632350068,3450866.6266687782,0.4294187860
366956.1025339607,3450866.7362480164,0.4294188205
366956.3418329069,3450866.8458272610,0.4294188415
366956.5811318481,3450866.9554065093,0.4294188707
366956.8204307840,3450867.0649857637,0.4294188982
366957.0597297148,3450867.1745650237,0.4294189239
366957.2990286404,3450867.2841442889,0.4294189444
366957.5383275633,3450867.3937235586,0.4294189757
366957.7776264786,3450867.5033028340,0.4294190016
366958.0169253888,3450867.6128821145,0.4294190290
366958.2562242938,3450867.7224614006,0.4294190549
366958.4955231936,3450867.8320406917,0.4294190823
366958.7348220883,3450867.9416199885,0.4294191043
366958.9741209802,3450868.0511992904,0.4294191325
366959.2134198645,3450868.1607785970,0.4294191614
366959.4527187438,3450868.2703579096,0.4294191873
366959.6920176178,3450868.3799372273,0.4294192148
366959.9313164867,3450868.4895165507,0.4294192352
366960.1706153528,3450868.5990958787,0.4294192681
366960.4099142114,3450868.7086752127,0.4294192892
366960.6492130648,3450868.8182545505,0.4294193200
366960.8885119129,3450868.9278338947,0.4294192429
366960.8959543513,3450868.9312419235,0.4294192429
366960.8959543513,3450868.9312419235,0.4257064414
366961.1355644696,3450869.0398894339,0.4257064635
366961.3751745851,3450869.1485369494,0.4257064930
366961.6147846932,3450869.2571844701,0.4257065189
366961.8543947961,3450869.3658319958,0.4257065408
366962.0940048962,3450869.4744795267,0.4257065703
366962.3336149890,3450869.5831270628,0.4257065987
366962.5732250789,3450869.6917746058,0.4257066219
366962.8128351613,3450869.8004221520,0.4257066527
366963.0524452385,3450869.9090697048,0.4257066696
366963.2920553131,3450870.0177172613,0.4257067058
366963.5316653801,3450870.1263648248,0.4257067245
366963.7712754444,3450870.2350123925,0.4257067571
366964.0108855013,3450870.3436599663,0.4257067816
366964.2504955528,3450870.4523075446,0.4257068033
366964.4901056018,3450870.5609551282,0.4257068411
366964.7297156432,3450870.6696027191,0.4257068588
366964.9693256795,3450870.7782503129,0.4257068839
366965.2089357130,3450870.8868979127,0.4257069168
366965.4485457391,3450870.9955455186,0.4257069355
366965.6881557624,3450871.1041931286,0.4257069668
366965.9277657781,3450871.2128407443,0.4257069956
366966.1673757888,3450871.3214883660,0.4257070146
366966.4069857966,3450871.4301359919,0.4257070472
366966.6465957970,3450871.5387836238,0.4257070692
366966.8862057948,3450871.6474312609,0.4257070989
366967.1258157848,3450871.7560789031,0.4257069213
366967.1279397649,3450871.7570419903,0.4445766185
366967.3659373092,3450871.8704201155,0.4445766455
366967.6039348457,3450871.9837982450,0.4445766605
366967.8419323819,3450872.0971763786,0.4445766923
366967.9234166502,3450872.1359941545,0.4445766923
366967.9234166502,3450872.1359941545,0.4445766660
366968.1614141791,3450872.2493722863,0.4445766802
366968.3994117051,3450872.3627504208,0.4445767152
366968.6374092234,3450872.4761285619,0.4445767447
366968.8754067363,3450872.5895067090,0.4445767668
366969.1134042464,3450872.7028848613,0.4445767913
366969.3514017513,3450872.8162630182,0.4445768248
366969.5893992483,3450872.9296411811,0.4445768445
366969.8273967401,3450873.0430193474,0.4445768731
366970.0653942290,3450873.1563975206,0.4445769033
366970.3033917102,3450873.2697756989,0.4445769248
366970.5413891861,3450873.3831538809,0.4445769500
366970.7793866592,3450873.4965320691,0.4445769819
366971.0173841244,3450873.6099102627,0.4445770040
366971.2553815868,3450873.7232884616,0.4445770342
366971.4933790416,3450873.8366666655,0.4445770549
366971.7313764933,3450873.9500448741,0.4445770896
366971.9693739375,3450874.0634230892,0.4445771143
366972.2073713763,3450874.1768013090,0.4445771317
366972.4453688123,3450874.2901795325,0.4445771714
366972.6833662406,3450874.4035577639,0.4445771898
366972.9213636635,3450874.5169359981,0.4445772167
366973.1593610835,3450874.6303142388,0.4445772453
366973.3973584958,3450874.7436924842,0.4445772679
366973.5852249832,3450874.8331891461,0.4485361980
366973.8228744266,3450874.9475581716,0.4485362314
366974.0605238623,3450875.0619272031,0.4485362584
366974.2981732950,3450875.1762962411,0.4485362815
366974.5358227225,3450875.2906652833,0.4485363054
366974.7734721422,3450875.4050343288,0.4485363357
366975.0111215590,3450875.5194033817,0.4485363675
366975.2487709680,3450875.6337724403,0.4485363866
366975.4864203741,3450875.7481415030,0.4485364154
366975.7240697724,3450875.8625105703,0.4485364407
366975.9617191679,3450875.9768796437,0.4485364741
366976.1993685556,3450876.0912487232,0.4485364868
366976.4370179405,3450876.2056178050,0.4485365252
366976.6746673174,3450876.3199868943,0.4485365441
366976.9123166916,3450876.4343559877,0.4485365809
366977.1499660579,3450876.5487250881,0.4485365998
366977.3876154214,3450876.6630941927,0.4485366255
366977.6252647771,3450876.7774633011,0.4485366541
366977.8629141299,3450876.8918324164,0.4485366755
366978.1005634774,3450877.0062015355,0.4485367122
366978.3382128171,3450877.1205706615,0.4485367266
366978.5758621538,3450877.2349397903,0.4485367679
366978.8135114829,3450877.3493089275,0.4485367822
366979.0511608091,3450877.4636780676,0.4485368173
366979.1564213161,3450877.5143348691,0.4485362116
366979.3940706884,3450877.6287038643,0.4485362466
366979.6317200529,3450877.7430728660,0.4485362641
366979.8693694145,3450877.8574418714,0.4485363006
366980.1070187684,3450877.9718108838,0.4485363181
366980.3446681194,3450878.0861799000,0.4485363516
366980.5823174627,3450878.2005489222,0.4485363739
366980.8199668030,3450878.3149179495,0.4485364011
366981.0576161355,3450878.4292869810,0.4485364263
366981.2952654652,3450878.5436560186,0.4485364606
366981.5295394359,3450878.6564006703,0.4485364606
366981.5295394359,3450878.6564006703,0.4485364480
366981.7671887573,3450878.7707697102,0.4485364821
366982.0048380734,3450878.8851387575,0.4485365109
366982.2424873817,3450878.9995078095,0.4485365330
366982.4801366872,3450879.1138768666,0.4485365587
366982.7177859847,3450879.2282459275,0.4485365880
366982.9554352771,3450879.3426149944,0.4485366151
366983.1930845665,3450879.4569840678,0.4485366406
366983.4307338481,3450879.5713531449,0.4485366708
366983.6683831269,3450879.6857222295,0.4485366931
366983.9060323979,3450879.8000913169,0.4485367137
366984.1436816660,3450879.9144604090,0.4485367504
366984.3813309263,3450880.0288295080,0.4485367696
366984.6189801837,3450880.1431986112,0.4485367934
366984.7276176387,3450880.1954805716,0.4568577441
366984.9645245571,3450880.3119300958,0.4568577698
366985.2014314724,3450880.4283796260,0.4568577938
366985.4383383801,3450880.5448291595,0.4568578203
366985.6752452870,3450880.6612787005,0.4568578533
366985.9121521837,3450880.7777282461,0.4568578755
366986.1490590775,3450880.8941777968,0.4568579044
366986.3859659635,3450881.0106273522,0.4568579205
366986.6228728464,3450881.1270769108,0.4568579621
366986.8597797216,3450881.2435264778,0.4568579750
366987.0966865937,3450881.3599760472,0.4568580094
366987.3335934604,3450881.4764256240,0.4568580358
366987.5705003218,3450881.5928752059,0.4568580647
366987.8074071753,3450881.7093247925,0.4568580855
366988.0443140258,3450881.8257743837,0.4568581145
366988.2812208685,3450881.9422239796,0.4568581464
366988.5181277082,3450882.0586735834,0.4568581617
366988.7550345425,3450882.1751231891,0.4568581944
366988.9919413715,3450882.2915728018,0.4568582201
366989.2288481926,3450882.4080224182,0.4568582599
366989.2792111546,3450882.4327779240,0.4568577404
366989.5161180184,3450882.5492274202,0.4568577644
366989.7530248745,3450882.6656769197,0.4568577989
366989.9899317251,3450882.7821264267,0.4568578181
366990.2268385727,3450882.8985759378,0.4568578486
366990.4637454125,3450883.0150254541,0.4568578751
366990.7006522468,3450883.1314749755,0.4568578973
366990.9375590783,3450883.2479245020,0.4568579328
366991.1744659019,3450883.3643740350,0.4568579487
366991.4113727225,3450883.4808235713,0.4568579808
366991.6482795352,3450883.5972731132,0.4568580088
366991.8851863426,3450883.7137226607,0.4568580345
366992.1220931470,3450883.8301722142,0.4568580586
366992.3589999435,3450883.9466217710,0.4568580883
366992.5959067346,3450884.0630713338,0.4568581153
366992.8328135228,3450884.1795209032,0.4568581362
366993.0697203032,3450884.2959704748,0.4568581691
366993.3066270781,3450884.4124200535,0.4568581908
366993.5435338477,3450884.5288696359,0.4568582211
366993.7804406142,3450884.6453192257,0.4568582330
366993.8308046568,3450884.6700752610,0.4639785835
366994.0670643516,3450884.7883028695,0.4639786102
366994.3033240408,3450884.9065304832,0.4639786342
366994.5395837271,3450885.0247581024,0.4639786696
366994.7758434055,3450885.1429857281,0.4639786852
366995.0121030784,3450885.2612133557,0.4639787213
366995.2483627459,3450885.3794409912,0.4639787374
366995.4846224103,3450885.4976686300,0.4639787713
366995.7208820668,3450885.6158962748,0.4639787954
366995.9571417202,3450885.7341239252,0.4639788230
366996.1934013658,3450885.8523515798,0.4639788542
366996.4296610059,3450885.9705792409,0.4639788793
366996.6659206406,3450886.0888069067,0.4639788971
366996.9021802722,3450886.2070345762,0.4639789341
366997.1384398958,3450886.3252622527,0.4639789533
366997.3746995166,3450886.4434899334,0.4639789841
366997.6109591293,3450886.5617176192,0.4639790107
366997.8472187367,3450886.6799453101,0.4639790357
366998.0834783385,3450886.7981730057,0.4639790582
366998.3197379373,3450886.9164007064,0.4639790953
366998.5559975282,3450887.0346284141,0.4639791140
366998.7922571136,3450887.1528561246,0.4639791468
366999.0285166936,3450887.2710838420,0.4639791632
366999.2647762705,3450887.3893115628,0.4639791932
366999.3914704749,3450887.4527111859,0.4639785881
366999.6277300972,3450887.5709387595,0.4639786032
366999.8639897190,3450887.6891663373,0.4639786427
367000.1002493304,3450887.8073939215,0.4639786575
367000.3365089387,3450887.9256215086,0.4639786965
367000.5727685416,3450888.0438491045,0.4639787153
367000.8090281391,3450888.1620767033,0.4639787478
367001.0452877285,3450888.2803043076,0.4639787699
367001.2815473152,3450888.3985319170,0.4639787953
367001.5178068961,3450888.5167595311,0.4639788249
367001.7540664717,3450888.6349871513,0.4639788509
367001.9903260394,3450888.7532147751,0.4639788781
367002.2265856040,3450888.8714424055,0.4639789047
367002.4628451632,3450888.9896700410,0.4639789281
367002.6991047169,3450889.1078976807,0.4639789546
367002.9353642652,3450889.2261253255,0.4639789918
367003.1716238055,3450889.3443529774,0.4639790063
367003.4078833428,3450889.4625806320,0.4639790330
367003.6441428746,3450889.5808082917,0.4639790675
367003.8804024010,3450889.6990359589,0.4639790933
367004.1166619195,3450889.8172636298,0.4639791160
367004.3529214349,3450889.9354913058,0.4639791425
367004.5891809449,3450890.0537189869,0.4639791675
367004.8254404494,3450890.1719466727,0.4639791974
367004.9521362772,3450890.2353471089,0.4731193522
367005.1875490949,3450890.3558540768,0.4731193768
367005.4229619047,3450890.4763610479,0.4731194037
367005.6583747088,3450890.5968680242,0.4731194278
367005.8937875099,3450890.7173750061,0.4731194621
367006.1292003030,3450890.8378819940,0.4731194707
367006.2097558881,3450890.8791181180,0.4731194707
367006.2097558881,3450890.8791181180,0.4731194582
367006.4451686761,3450890.9996251022,0.4731194840
367006.6805814609,3450891.1201320924,0.4731195091
367006.9159942403,3450891.2406390873,0.4731195393
367007.1514070140,3450891.3611460882,0.4731195701
