x,y,z,speed,acceleration,curvature,curvature_change_rate,time,theta,gear,s,throttle,brake,steering
367166.0735156876, 3451003.9571289215, 3.918641037487964, 1.078125, 0.09273035936594473, 5.807494744969662e-05, 0.0, 1675671700.5421, -2.541576654404082, 1, 69.25593749999986, 5.366666793823242, 0.0, 0.016447247937321663
367166.055943077, 3451003.946706663, 3.9200547672873594, 1.046875, -0.5831653865932226, 5.807494744969662e-05, 0.0, 1675671700.5586, -2.541654226819155, 1, 69.26640624999986, 5.366666793823242, 0.0, 0.016447247937321663
367166.0490400579, 3451003.9323688317, 3.9030578659932504, 1.046875, -0.72598571720431, 5.807494744969662e-05, 0.0, 1675671700.5768, -2.541601259662115, 1, 69.27687499999986, 5.366666793823242, 0.0, 0.016447247937321663
367166.03151281073, 3451003.9220080385, 3.9047895670321426, 1.0625, -0.2664801200636619, 5.807494744969662e-05, 0.0, 1675671700.5973, -2.5416536203946993, 1, 69.28749999999987, 5.366666793823242, 0.0, 0.016447247937321663
367166.0140193556, 3451003.9117245036, 3.906684222329699, 1.046875, 0.42671331224997017, 5.807494744969662e-05, 0.0, 1675671700.6185, -2.541659610091058, 1, 69.29796874999987, 5.366666793823242, 0.0, 0.016447247937321663
367165.9963699062, 3451003.9013308077, 3.9081978623346627, 1.046875, 0.046513259761637005, 5.807494744969662e-05, 0.0, 1675671700.6189, -2.541609040563932, 1, 69.30843749999987, 5.366666793823242, 0.0, 0.016447247937321663
367165.9875689804, 3451003.8961909004, 3.909002633693516, 1.03125, -0.1466997037804429, 5.807494744969662e-05, 0.0, 1675671700.6389, -2.5415714503127207, 1, 69.31874999999987, 5.366666793823242, 0.0, 0.016447247937321663
367165.9787494608, 3451003.8910671067, 3.909773971842414, 1.03125, -0.038597326984374375, 5.807494744969662e-05, 0.0, 1675671700.6391, -2.5415335901511575, 1, 69.32906249999986, 5.366666793823242, 0.0, 0.016447247937321663
367165.9698628558, 3451003.885878863, 3.9103802416078492, 1.0625, 0.13198678997655755, 5.807494744969662e-05, 0.0, 1675671700.6593, -2.5415030784910986, 1, 69.33968749999987, 5.099999904632568, 0.0, 0.016447247937321663
367165.95211893047, 3451003.8756487146, 3.9117358955453563, 1.046875, 0.6178199842242906, 5.807494744969662e-05, 0.0, 1675671700.6803, -2.541402200705872, 1, 69.35015624999987, 5.366666793823242, 0.0, 0.016447247937321663
367165.92543651164, 3451003.8601654046, 3.913411435119035, 1.046875, 0.14341165138737724, 5.807494744969662e-05, 0.0, 1675671700.7012, -2.5412532412776994, 1, 69.36062499999987, 5.099999904632568, 0.0, 0.016447247937321663
367165.9165571212, 3451003.8550592125, 3.914025687639509, 1.078125, 0.11420859991429189, 5.807494744969662e-05, 0.0, 1675671700.7280, -2.541204566926881, 1, 69.37140624999986, 5.366666793823242, 0.0, 0.016447247937321663
367165.8987765616, 3451003.8447835036, 3.9151820011875373, 1.0625, 0.14445874892661664, 5.807494744969662e-05, 0.0, 1675671700.7471, -2.541160065365217, 1, 69.38203124999987, 4.066666603088379, 0.0, 0.016447247937321663
367165.8810580106, 3451003.834594431, 3.9165442833368047, 1.046875, 0.7729037753967711, 5.807494744969662e-05, 0.0, 1675671700.7599, -2.541125906191498, 1, 69.39249999999987, 4.333333492279053, 0.0, 0.016447247937321663
367165.87245287956, 3451003.8196641766, 3.8992106126888872, 1.0625, 0.755433925947818, 5.807494744969662e-05, 0.0, 1675671700.7788, -2.5415329191664275, 1, 69.40312499999987, 4.333333492279053, 0.0, 0.016447247937321663
367165.8548169231, 3451003.8094108575, 3.9006371016593735, 1.0625, 0.06668285575223357, 5.807494744969662e-05, 0.0, 1675671700.7790, -2.541517560772596, 1, 69.41374999999988, 4.333333492279053, 0.0, 0.016447247937321663
367165.8459536831, 3451003.804275496, 3.9012461417753777, 1.0625, -0.20999900426970197, 5.807494744969662e-05, 0.0, 1675671700.7994, -2.54152678923732, 1, 69.42437499999988, 4.333333492279053, 0.0, 0.016447247937321663
367165.8194113749, 3451003.7891508276, 3.9033841271800576, 1.046875, 0.6807581690214792, 5.807494744969662e-05, 0.0, 1675671700.8208, -2.5415077358105442, 1, 69.43484374999989, 4.333333492279053, 0.0, 0.016447247937321663
367165.81056571275, 3451003.7840692266, 3.9040503937844275, 1.046875, 0.6196362086918633, 5.807494744969662e-05, 0.0, 1675671700.8412, -2.5415058186143185, 1, 69.44531249999989, 4.066666603088379, 0.0, 0.016447247937321663
367165.7929168771, 3451003.7739900667, 3.905429917141337, 1.0625, 0.14636318193936929, 5.807494744969662e-05, 0.0, 1675671700.8675, -2.541472129266287, 1, 69.45593749999989, 4.333333492279053, 0.0, 0.016447247937321663
367165.7751176882, 3451003.763857722, 3.9064711073119787, 1.046875, -0.5615658330708784, 5.807494744969662e-05, 0.0, 1675671700.8878, -2.5414654270426986, 1, 69.46640624999989, 4.066666603088379, 0.0, 0.016447247937321663
367165.7573507931, 3451003.7539223637, 3.907680353700704, 1.046875, 0.1548269570262296, 5.807494744969662e-05, 0.0, 1675671700.9090, -2.54144503496941, 1, 69.4768749999999, 4.333333492279053, 0.0, 0.016447247937321663
367165.7395446586, 3451003.743858256, 3.9087296943005048, 1.046875, 0.1709016729712189, 5.807494744969662e-05, 0.0, 1675671700.9092, -2.5414123958069137, 1, 69.4873437499999, 4.333333492279053, 0.0, 0.016447247937321663
367165.73070813663, 3451003.7388608647, 3.909369731129173, 1.0625, -0.045335875363009495, 5.807494744969662e-05, 0.0, 1675671700.9304, -2.5413758122256604, 1, 69.4979687499999, 4.333333492279053, 0.0, 0.016447247937321663
367165.71293073543, 3451003.728714522, 3.9103349467846757, 1.046875, -0.8836759074374627, 5.807494744969662e-05, 0.0, 1675671700.9510, -2.5413401548950123, 1, 69.5084374999999, 4.333333492279053, 0.0, 0.016447247937321663
